Review Text,Review,Recommends
One of the best cafe to visit! Best Place to eat wraps in Dhaka :),5.0,
I like their kala bhuna wrap. Place is clean and location is convenient for me . But employees need to work with more coordination and may be communicate better with each other and customers. All the best :),5.0,
The wraps are awesome. Great service and behavior. Keep it up.,4.0,
delicious wraps are must try menu and obviously the masala tea!,5.0,
what a food brand....what e service!!!...its 8.21 pm....not a single food available... no wrap and no salad....even your people don't know when it can available to night....this is shit...(I think you should pay my car fuel cost),1.0,
"Awesome food,fast and satisfying service and a nice place to chill. :)",5.0,
Superb food and service as well. ��������,5.0,
Amazing place with amazing food. Absolutely loved it. ❤,5.0,
Awesome food. Quality food in low price. Best wrap in town i think.,5.0,
It's simply great !!! :) The service is satisfying and the best thing I like about this cafe is the environment...It's awesome !!!,5.0,
"Masala tea was spectacular. I also have the chicken Teriyaki wrap, which was also good. However because of very limited seats, the café was a bit overcrowded. Overall a great place to hang out with friends & family. LOVED IT :)",5.0,
Standard service quality and systematic process of que! Good food!!!,5.0,
Great Fusion food. Gulab Jamun cheese cake & Masala tea was amazing. speed of service was world class ...,5.0,
Good food at an affordable rate....a must try for everyone I would say :),5.0,
Loved their service.. The red velvet is one of the bests in town.,5.0,
The reason i am giving 5 star is for the taste of food and prompt service of the staffs. But dear owner please change your location or take a new big place for the second branch.!! And yes your Tea is best in the town :D,5.0,
"But everything is small comparing to the price, and all prices are 15% exclusive of VAT...stingy service. The owner is present but hardly improving these flaws�",3.0,
you hardly find a place in gulshan with such ambiance and reasonable price. loved it!,5.0,
"Loved their Beef Liver Wrap. Also, their Nutella Shake is to die for. Only if the store was a little more spacious...",5.0,
"It is a great place to hangout. Today I've tasted Butter Chicken Wrap, the taste was delicious. And the Hot chocolate peyala was good. Coming back again.......... :)",5.0,
"Tried kaala bhuna wrap, gulab jamun cheesecake and masala tea. The gulab jamun cheesecake and kaala bhuna was good. The masala tea has scope for improvement. Doesn't taste like cha.",4.0,
"Awesome Wraps & desserts! Also, I like their Masala Cha. Highly Recommended :)",5.0,
"I ordered a ""Boro"" Masala Tea. Considering the price and the taste, it was not value for money. It was no where near to what one would consider as Boro. Plus the menu on the wall mentions it comes with a biscuit. When I asked for one, they said it is not available yet and they don't have alternatives :/",1.0,
Very good behavior from employees and wraps are awesome.,4.0,
One of the worst never go there please I beg you . They serve in fucking tiny portion- just order the big tea and you will know what I am trying to say,1.0,
I am not a very good fan of tea but now I am in love with Peyala's masala tea.A great combination of tea with masala. The place is very convenient for me and the behavior of the staff is reallllly really good.They are very well behaved and organized. Usually I don't write review's but this time PEYALA forced me to write something because of their delicious gulab jamun cheesecake and wrap which is very reasonable in price.. This is now like a second home for me.Everybody should at least try their food once.,5.0,
"A very nice place to hang out with friends. Very good food, excellent service.. :)",5.0,
"Unique menu, international outlook, deshi style ! A must try",5.0,
"A little cozy, comfy place with really good quality food. Love the chicken wrap. I always found the chicken very juicy and the sauce is light. The beef wrap is amazing as well, especially that beef is to die for. Hopping have costume made wrap option sometime soon. Good place to chill with quality food.",4.0,
"Tried their Chicken Teriyaki wrap.. this is so yummy... i loved it... and their masala cha , i am big fan of it..one thing i must say, the service is wonderful. keep this up.. :) (y)",5.0,
Awesome restaurant....wraps are mind-blowing.... Well decorated.... Service is good....love those food.... <3,5.0,
Awesome wraps and one of the best coffees in town,5.0,
A much needed place in gulshan 2! Small but cosy & amazing fusion of flavours from different countries. My personal favorite is their beef kalabhuna. The place gets crammed at times but I can't blame them for that. Highly recommended!,5.0,
"Tried their Chicken Teriyaki and Beef wrap, both were very good! Masala Tea was out of the world for me as i like my tea loaded with milk and sugar . If you are a fan of a gulab jamun and cheese cake then their fusion gulab jamun cheese cake is a must try . It just melt in my mouth .",5.0,
"""Its okay"" perfectly sums up the experience... Not to expensive, neither it's cheap, it's just okay... They could have been a bit more generous with the fillings but as it turns out they are not... One wrap might not be good enough to fill an empty stomach, hence one less star... Another less star as service is very slow and the place is cramped... Tea was good... Taste of wrap was okay...",3.0,
Good value for money. Nice concept. Good coffee and wraps.,4.0,
Absolutely love this place! The rastar Chaa is fantastic and the kala bhuna wrap is perfect.,5.0,
Fine food.... fully deshi taste with a bideshi style....loved it....,5.0,
"Really liked the menu and the decor. Reasonably priced. Food, drinks and desserts are simply delicious. Just 2 observations: 1. No rice in wraps please unless customers want it; 2. Rastar cha should have flavour of tea. It was more like gorom dudher shorbot.",5.0,
"Tried chicken mexicana and butter chicken, fantastic wraps. Did not like the cheese cake with gulab jamun.",4.0,
food 9/10 service 7/10 the staffs need to be trained more.,4.0,
"Nice Ambiance , wow food, perfect fusion food ...",5.0,
"Great place, cozy, superb service very welcoming. Loved their wraps and specially their cinnamon milk tea. Will definitely visit again.",5.0,
"Interesting concept, very good ingredients options available for Wraps..overall a good startup..",5.0,
"Went for lunch today, very good wraps. Recommend Chicken Mexican",5.0,
"Worst Tanduri chicken & butter nun I have ever had. tanduri chicken was burned to core and hard as rock! Overpriced (Tanduri chicken tk 160, butter nan tk 40) and stale quality. Even the salad served was stale and smelly. Seems like they have started to take people for granted!!",1.0,
"Better place and food taste so yummy.i spend more time in this restaurant.everyone knows,taste is main fact of food.this restaurant serve us tasty food,that's why I like it.",4.0,
It's food just awesome...I always like their food...,5.0,
khabar so yemmy & healthy breakfast is so good prize reasonable we regular enjoy it....,,True
"Love you place, Insah'Allah will come here again.",5.0,
কাশ্মিরী নান ওয়াউ বাদ বাকি এভারেজ টু মি,3.0,
আমার পছন্দের জায়গার মধ্যে এটিও একটি। খাবারের মান খুব ভালো।সময় পেলে family নিয়ে ঢুঁ মারি এখানে।,4.0,
Service Vala Na .. Onk Khn wait koray .. Customers dr sathe Thik Moto Kotha o Bole Na,3.0,
চরম ফালতু..... ১. খাবার ২.দাম ৩.সাভির্স জায়গা টা ভাল.,1.0,
Bahi akhan khida lagana,5.0,
This place & food is awesome.,,True
Best mouthwatering pasta I have ever tested. Must try their Bomb Bursting pasta with 50% Naga Sauce. Their BBQ chicken also very tasty n all item in best price... 😊😊😊,,True
very good food and quality food in low price... keep it up 😍😍😍😍,,True
"Delicious food indeed!!tried combo 13 the food taste is top of its class. Loved the bbq chicken.� Considering the place,food quality,hygiene this restaurant is best at its place.",5.0,
The place is awesome for food.The service here is very good.The food is very well as well as the playzone.The playzone is an awesome place for kids,,True
Nice place for kids and also birthday and other parties.Try combo package for lunch or dinner.Too good food.Cost is much less than other similar restaurant.,5.0,
"Great environment, decent price.",,True
"Its a good hangout place for nice little family away from everyday crowd and hassle. Let your wife and kids play inside and see them playing with a cup of cold coffee. Sounds not bad, right? Exactly I did that. Happy little hangout.",4.0,
Good food becially service better than others foodzone,,True
It's a very good place.. I think it's a great party place also,5.0,
"Good food,great service.",,True
Nehal play at play soon smoothly cafe service is good for my childen,5.0,
the place is awesome for food we are enjoying this moment😍😍 good service 😆😆,,True
Nothing ti say....I'll use jst one word nd it's AWESOME....Like a bst plc to hangout nd mt with frnds nd prfct plc for fily member also....jst ��SEIIII...,5.0,
its a very good experience while entering from the gate. their environment is very comfortable. Decoration is nice. its a good place to spent time with friends and family. food price is reasonable.,,True
Yummy food and nice playground... love the atmosphere.,5.0,
Well the place is good. And the food is too awesome. The place is comfy and the behavior of everyone very polite.,,True
Place was nice..good for children and food was tasty too,5.0,
good.food becillay service better than others food zone,,True
Nice place with a big playzone for kids. Food quality is very good.,5.0,
Good food and becially service better than others food zone,,True
Totally Poor service. Neither they can take order nor they have time to talk with customer.,1.0,
It was awesome cafe. My experience was very cool.,,True
It's Awesome being here.. We love to be here..,5.0,
Excellent eating experience.. from walking in the door and being greeted by employee. Meal was served hot and excellent taste.,,True
Food was delicious...���,5.0,
Good Environment.. nice food and good quality food... :),,True
Nice place�,5.0,
Good food and play one.love marshmallow.,,True
The place is nice for kids large space and the food is really good.......,4.0,
Very nice place for kids to enjoy and play. Wide range of toys. Various types of foods are available with delicious taste.,,True
Amazing restaurant with great service 😍 Food was extra ordinary ❤❤😍,5.0,
I have come several times here. I have tried their pasta and combo offers. All the items are too good. It's a great place for spicy lovers. You should must try Peri peri chicken. 😊😊😊,,True
love that pasta...................................,5.0,
its great..and comfortable..i enjoyed their food..,,True
�,5.0,
nice environment & great place for spending time with kids & family... tasty & various types of foods also give you the nice satisfaction....,,True
����,5.0,
Good quality. Good food. Play zoon are available. Which is better for children. Environment is good.,,True
....,5.0,
Good food becillay service better than others good zone,,True
',5.0,
Good Food.. Good environment.. Food rating-8/10.. service quite slow..,,True
.,5.0,
marshmallow cafe and playzone is beautiful place.others food better than....,,True
Good food becillay service better than others food zone,,True
Good food becailly service better than others food zone,,True
Awesome food & Also place and services was so good,,True
Marshmallow cafe is so peaceful place... It's food quality is so good.. I love ❤️ it..,,True
"Had one pizza. Ordered for home delivery, delivered on time after taking order by phone. i was confused before ordering cause it was the first time for me here. prices is pretty much reasonable. Over all satisfying!",,True
A good place and a good food... everyone should try their foor...its really good,,True
"that's really nice..nd there food is really fresh, yummy and so good.. Many of time I coming there..",,True
Good food basically services is better then other food zone,,True
really nice food.... should taste this one,,True
it is a nice place nd service also gd,,True
It’s a good place for kids play zone and foods quality also very good,,True
marshmallow cafe and playzone beautiful place...others goods is better good,,True
food quality is good... food price is not too high ... friendly environment! love marshmallow cafe 😁😄,,True
food quality is so nice nd testy nd place is so decorated nd with play zone...u can easily handle ur baby in it,,True
Nice place to have quality time with kids.,,True
marshmallow cafe and playzone is good place...others eating batter.,,True
"Delicious food, and nice play zone.",,True
marshmallow cafe and play zone good place ...others side playground is beautiful...,,True
marshmallow cafe and playzone good place....others food batter,,True
This is a nice place and their service is best♥♥,,True
food quality good.. price not bad. playzone best for the children 😊.,,True
Marshmallow cafe and is good place other side playground beautiful place,,True
MARSHMALLOW CAFE AND PLAYZONE IS BEAUTIFUL PLACE...OTHER SIDE PLAYGRUND..Marshmallow all good batter than....,,True
Marshmallow cafe and play zone Good place this is a best restaurant for enjoy. This foods also delicious and so enjoyable and comfortable,,True
Worse behavior. not professional attitude,,False
Marshmallow cafe and playzone is a good plaec.. marshmallow special pizza good food. marshmallow all food better and play ground,,True
"food quality is good,my baby likes the play zone,the environment is good for family & baby",,True
it was a nice place for children and food was too good,,True
best place to hangout... food quality is awesome... 😃😃😃,,True
highly recommended!!! Tried their chowmin...the spicy flavor is really mouthwatering!!!,,True
Food quality was very good...I hope u guys will keep it up....,,True
its an amazing place......!!!!,,True
Good food besacilly srevic better than others food zone,,True
Awesome food And place too 😍,,True
Very delicious food with good environment,,True
Place & atomsphare good. service ok 👌,,True
Food is awesome..pls try to maintain the quality,,True
Food and the environment is good enough 😊,,True
"marshmallow food is best food,,I like it.",,True
food was very tasty nd yummy.,,True
great place... u gotta try it out,,True
this places food is so tasty,,True
marshmallow cafe and playzone is big place..or side playgrund,,True
wow everythings are good and service also good just awesome,,True
Good place for kid's refreshment,,True
Good food good place................,,True
nice food nice spece gd plagroun,,True
Marshmallow cafe and playzone is good place,,True
tasty food :D nice one..,,True
I always eat here and the food is pretty good all the time . There is also playzone for kids . So if you want to come with your kids you can come with them and enjoy your time with your family and friends . If I have to give rating I will say the food will get 8.5 out of 10 and the environment will be 9 .,,True
nice environment to pass a good time with family members. play zone is attractive for any childs age 3 to below 8,,True
Food qualitues and behaviors are satisfactory.🙂🙂,,True
Food is good. Keep up the quality,,True
very good food... keep it up guys!! ♥,,True
it's a nice place.. lv this place,,True
#chiken_sub #combo_13 Food quality-10/10 Environment-10/10 Price-12/10...,,True
All the foods here are very tested,,True
good playzone for children's,,True
"Passing nice time with my junior ""Raif"". Very good environment. Happy weekend.",,True
the serveying system is good...,,True
OSM testyyyy food nd healthy also...I jst lv this plc..Nd the bst thing is there bhaviour....👍👍👍😎,,True
enjoying kids with their super moms.....,,True
আমাদের অনেক প্রিয় marshmallow কে ছেড়ে অনেক দূরে বসুন্ধরা চলে গেছি। তাও বার বার ফিরে আসি প্রিয় marshmallow তে। সুন্দর ও শিশু বান্ধব এই প্রতিষ্টানটির জন্য শুভ কামনা রইল।,,True
"Freindy attitude, Unique & Delicious Food with reasonable price... Every one must visit once them... ☺",,True
"this is the place of good delicious food, & they're so friendly....",,True
Cool Place to hangout with friends and family...Foods are really tasty and fresh... a different FOOD CART with different kinds of fast foods.....,5.0,
One of the best Tastes & Services ever in town at reasonable price!!!! Please always try to keep the taste like this!!! Specially yours Yummy MAYO just I love and like it... And thanks all guys for BEHAVIOR..... Keep going... 😍,,True
Love Subway with � mushrooms � & Special thanks to apu for yummy mixed chaomin� �� so many many thanks�. �,5.0,
Place of good food with cheap price...,,True
spicy garlic mushrooms was awesome �,5.0,
SOME HOURS AGO I EAT A REGULAR BURGER FROM THERE.....IT'S REALLY GOOD.I LOVE IT.,,True
That chef is awesome �.....,5.0,
love there food there really good,,True
#Best quality� #Good test� #Reasonable price�,5.0,
nice place to enjoy.... Angels platter..,,True
Ami oi asche valo ee lagsa .,5.0,
I'm just love them... they're really aowsome...,,True
http://sheershasamachar.com/গোপালগঞ্জে-বশেমুরবিপ্র-2/ ‎,,True
Gud service as well as good food quality......,5.0,
awesome place..awesome food...everyone should try it,5.0,
Good food and nice environment. Best wishes for Mamma Mia (y),5.0,
Familiar environment... :-) Best wishes for all mammazz of mamma mia,5.0,
well with satisfaction... I want to be there very soon...,5.0,
"The place is clean and the staff are very friendly , however I believe the management is very stingy. Most of the menus were 6 pieces ( pen corrected from 8.) instead of 8 pieces. The beef and chicken vegetable - are shamelessly small quantity and flooded with gravy to fill the plate. I have never seen such a Chinese dish with Indian curry like gravy and small portions . The manager might be trying to save money to have higher bonus . I believe any restaurant inspector will... Despite specifically requested for little or no chilies- the foods were served with red and green chilies and when complained they waived the price of ice cream (5 out of 10). I would spend my money some where else next time.",2.0,
"Environment is good, food is also tasty but you need to give more attention on your service quality, waiters are not available when we need, even they have no combination in giving service, 3-4 waiters are giving service in one table other people’s are waiting, so you need to much improve in management, Otherwise it was pretty good ��",4.0,
"Had the pleasure of visiting this restaurant on my short, but memorable trip to Dhaka almost two summers ago. The environment is clean and neat unlike the dark, dimly lit restaurants found lurking all over Dhaka city. The food and service were absolutely divine. Coming to Dhaka I realized nothing is truly authentic, you are expected to run into the fusions here. This restaurant takes the hat in asian fusion food. The exotic looking menu and the fresh quality food here was something remembered from my South Asia tour. Congratulations to the restaurant on holding their standard high over the course of the years. Locals say it's been around for more than 20 years and it shows in their service! I look forward to coming back and try those crabs again!",5.0,
Environment and food was awesome.,,True
Worst Chinese food. I will never eat. If you have to waste money then go there.,1.0,
"Makes me nostalgic every time I visit this place. Have dined here since I was 4/5 years old I guess. Food is epic. Not to mention the service. Will definitely be one of my favorite places of all time. I'm giving it a 4 star because I liked the old place better, mostly because it was one of the coolest looking buildings of Dhaka (the one with the Big Red Lobster!!!). Wish you guys all the best (y)",4.0,
"Sung food garden is really great. Their friendly behavior, hospitality n their hard working are jst awesome I went there last 12 February for my little sis birthday program n it was nice enough for them. The place is very good. N the food was very nice. Each n every guest were very pleased by the food they served. Each item was delicious n the friendly behavior n working. Thanks alot manager admin n all officers for making the program good",5.0,
"Best food in Dhaka. Often eat there. Nice environment, good food, great service. Will always recommend.",5.0,
"When i was a kid i used to go there every month, amazing environment amazing food and the service, felt nostalgic after a decade i went there now and was very much disappointed.....service was bad, restaurant was damn noisy even after 10.30pm. Cheap quality food, once my fav soup tasted like vomit -_-. Felt really sad and disappointed.",2.0,
This time there service is quite poor.I didn't expect from them.I think it should be quite better............There food isn't cooked properly this time.........I hope my next experience will be better with them...... ...,3.0,
"This is my to go place. Used to go down there whenever we didn't have food at home. Everyone at the restaurant is nice and they tweak the orders to your liking, spice it up or fried to perfection...you tell them and they'll do it!!!",5.0,
"I love the sung garden special fried rice. For me, it is the best Chinese restaurant in Old Dhaka.",5.0,
By eating in the sung food garden I have been vomiting 3 times It is the worst Chinese restaurant.i have been the victim of food poisoning in this Chinese,1.0,
Just Excellent . Superb ...............,5.0,
Not up to the mark. Neither the food or the serving was satisfactory. Needs improvement,3.0,
the best Chinese and thai food in town. very neat and the svc is excellent,5.0,
Quality food & very friendly staff. Had a good experience.,4.0,
"Once upon a time, the best, hope still is. Best of luck !",4.0,
They makes Horrible thai vegetables!!service is bad!!10% service charge+15%vat!! Not worthy of anyone's money and test bud!!,1.0,
The food of this chinese restaurent is very delicious. cool environment and service quality excellent.,5.0,
Absolutely boring and it was not hopeful food quality is very much bad & unexpected !!!,1.0,
I got sick after taking lunch. The food was stale.,1.0,
Must try Thai soup thick and schechuan salad. Fried rice is also the best.,5.0,
One of the best and neat restaurant for Chinese and Thai food.,5.0,
"Enjoyed thoroughly the brilliant foods, great atmosphere went really well with our memorable get together.",5.0,
A very good chinese restaurant.one of the best in Dhaka,5.0,
This restaurant environment amazing and food quality good.Also service quality Best.,5.0,
The food is below average. Their service is terrible. And they took forever to serve even the starters.,2.0,
"Superb atmosphere ,view and excellent food quality and svc .",5.0,
Probably the best environment and relaxing homely eating out in Dhaka,5.0,
Service charge and vat ............is to much.......,2.0,
It was a good restaurant once...now ekdom faltuuu..3rd class khaoa,1.0,
Very nice food with rooftop view,4.0,
Dhonnobad Program and Dhonnobad Team is always be with you.,5.0,
Best Desi Chinese. Try out thai soup thick and wanton.,5.0,
Food is very delicious...love the environment...:),4.0,
Everything is well.... .....................................,5.0,
Good chinese restaurant. They have parking space,4.0,
A great restaurant where I can get delicious Chinese and Thai food.,5.0,
"Not that bad, average quality.",3.0,
Best Desi Chinese in the City :*,5.0,
Delicious food& Great hospitality!,5.0,
Good,3.0,
Awesome,5.0,
good food,5.0,
সপরিবারে delicious food এর taste নেয়ার জন্য অসাধারণ place! Old but more precious than Gold!,5.0,
Ami MD Sharif . apnader restaurant er onek call chole ashe amar kache . ar bole atataki sung garden . I really fed up because unnecessary call forever me.,5.0,
Was a beautiful place and enjoyed my breakfast and especially the coffee,,True
Good and healthy food with good people.,,True
"Worst than the worst Iftar platter I had yesterday with my colleagues at Gulshan 1 branch and none of them said anything different. when u complain about their food they'll tell you that they maintain food quality religiously in this month of Ramadan. Everyone likes food to be served hot, u don't need to remind that to your customer. Accept that you are of no good quality, there are plenty other good coffee shops in the town. We eat the food not the franchise. Iftar platter... had bland chicken hariyali kebab, fish fritters were way too much fried and cold, spicy grilled chicken with the friend rice was actually without any spice. I am sorry to say it was overall tasteless. Coleslaw with the chicken lemon oli was sour and inedible. I always had good expectations on GJ regarding food but you guys just did a very bad job in this month of Ramadan. Couldn't resist myself to make a point on it. Hope you guys will work on it.",1.0,
"I like the spacious interior and the calm and quiet of the place. You can be by yourself , sipping on coffee and reading a book for as long as you want. The food is a 7 on 10, but I'm a big fan of their Tia Maria cake.",,True
"There was a time i gave it 5 stars. Used to be my favourite place to go!But ever since the whole team is changed including the chef of the dhanmondi branch, it has gone down terribly. From the food to service .. everything has gone under expectation. I am a regular customer and still want to be but the whole team needs to have a good come back! Otherwise will loose all interest going there 2/3 times a week! Already started to go very less! Keep your heads up and try sort out the issues",2.0,
Food quality very satisfied and also atmosphere is very homely & romamtic also have separate smoking zone and parking facilities only two times i m visited gloria jeans gulshan 2 north,,True
"So it was our good decision to have Seheri at Gloria Jean's Coffees Gulsha.Among all the food items, beef was the nicest.Best!!But the other items like Beef Vegetable,Dal Makhni,Shurma fish was just awesome. We loved it.Thank you. I guess its not necessary to say about the coffee.Because you guys are the best.",5.0,
My Friend Dr. Izzadin Kafi really liked the food here during his recent trip to Dhaka..,,True
"Used to hangout daily at their Dhanmondi outlet on a regular basis. But the quality of their coffee went down sharply. Went there few days back after a break of many months, and the quality deteriorated even further. It's a coffee place that coffee lovers should avoid at any cost. The review is only applicable for drinks related to coffee and not their food or deserts.",1.0,
the interior was just so good ❤❤❤,,True
"Gloria Jean's was one of my fvrt place but i will never be there. Most worse food, i had yesterday on iftar. Food was cold, not tasty, amount was poor. The place was so crowd and noisy.",1.0,
Nice one keep it up Iam full agree,,True
"Bought a cup of Drip coffee today. Spilled the whole cup (table was a bit wobly but I did press on it) but the staff cleaned up the mess in less than 5 minutes and even gave me a replacement coffee for free. Thank to staff here!! You just got yourself a customer for life, thank you :)",4.0,
বাংলাদেশ আওয়ামী লীগের মনোনিত প্রথী কে নৌকায় ভোট দিন জয় বাংলা,,True
"Worst iftar plater I have ever had..cost me 500tk but food quantity & quality was very poor..I would recommend not to go there for iftar, its just waste of money..",1.0,
Service is getting worse day by day. And now it's getting even horrible as they have started taking orders from tables. They do not know how to manage orders. A total mismanagement with ineffcient staff and a complete waste of time.,2.0,
"Definitely great place to meet up with friends, I would say the service has declined a bit. Food & beverage are pretty food depending what your ordering.",4.0,
"Everything is good. Good food, better service, good place with good environment. I am one of your fans Me & My hubby",5.0,
Wish FB had negative rating. Sad to say that it's one of the WORST experience regarding reservation. Hard to believe it's an international brand.,1.0,
"Everything is good. Good food, better service, good place with good environment.",5.0,
"The day before yesterday was the last day i went to this place, there is no centralized system in there management, different people give different information, which create confusion. They should maintain proper centralized customer service system.",1.0,
It's not wow but okay in terms of service. Food is good. Overall not bad at all.,3.0,
"I was wondering, why there is a BIG KABAB in a burger which cost TK 648, in the menu...where it says BIG BEEF BURGER, I think it should be BIG BEEF KABAB BURGER...Don't you guys think, you should make it more clear in the menu....???",1.0,
"20 mins wait for a take away double cappuccino, only to get the wrong order. Less than 10 customers, but terribly service.",2.0,
Nice place for meetings and datings ��. Electricity tripping is too much which should be taken care of.,3.0,
It's the most favorite place for coffee . I feel like drinking coffee in my own house. Best place for hang out too.,5.0,
"Gloria jean's has always been my favourite. Specially coffee, and my all time favourite is caramel latte. The environment is also good.",5.0,
There should have been more options in the Iftar platter...,3.0,
"The environment, The foods, The staffs..... just excellent. Visit & enjoy with your beloved personnel..... once in life time....Thanks the team of Gloria Jean's.",4.0,
Loved their iftari platter. Specially the watermelon shake they served with it :),5.0,
Not expected from you. So why do you charge this much? For outdated ingredients? Really Shameless!!!,1.0,
Food is not healthy or tasty... But price is too damn high...,1.0,
"not only beter, Gloria Jeans Coffe I thin in Dhaka City no have any where in Bangladesh, wish best prosperities, .......for ever loong",5.0,
Worst taste. Like all r boiled foods. Who r in diet it's very helpful to them. Amount of food less than pic as they given.,1.0,
"Cute place, nice coffee, clean, and yummy desserts ���",5.0,
Had one bite of the WORST Chicken Pies ever at your Shwapno Dhanmondi Br. Bun was hard like anything... ��,1.0,
Baje service.......................................,1.0,
Amazing place and service ��,5.0,
Food is really good. Good place to hang out. Service is great.,5.0,
"Coffees is best, quality is very good & better service.",5.0,
Didn’t meet my expectation. The quality of products and services could be better,2.0,
Loved the service and iftaar food.. Awesome with budget..,5.0,
Just worst service.Fraud vabe tk income er way khuje just.....,1.0,
Good sehri and the best part is beef...,5.0,
"Worst pasta � I had ever taken � just money waste � Pastry was tasty & as alwz coffee � was the best.. but PASTA � U please follow the Cafe darbar, pls follow how they make their pasta..",1.0,
Hazel nut mocha tested like regular Nescafé... faltu..,1.0,
Everything is good except serving time...serving takes too long .,4.0,
Very bad service review it sucks,3.0,
Lack of professionalism,1.0,
"Gulshan 1 outlet service is good. I started going there since Gloria Jean's opened its doors. However, Gulshan 2 outlet's service is bad.",2.0,
It’s awsome coffee shop i love it its always better,5.0,
Worst service,1.0,
Worst Iftar platter.,1.0,
Customer service �,1.0,
Great Food,5.0,
foods are delicious...,5.0,
Love this place & foods ❤,5.0,
I hated it,1.0,
It’s good,4.0,
taste,5.0,
"Nice management,good environment",5.0,
Food is great,5.0,
Average,4.0,
they serevd rotten foods. pls don't go there,1.0,
Yummy,5.0,
Best,5.0,
���,5.0,
�,5.0,
Love sitting at the smoke zone � Probably the only crowd I can endure.,5.0,
"The environment, The foods, The staffs..... just excellent. Visit & enjoy with your beloved personnel..... once in life time....Thanks the team of Gloria Jean's.",5.0,
"I am one of your fans and regular customers from the beginning. Today I had a strawberry cheesecake slice at your Dhanmondi outlet. The slice was stale, dry, rubbery and was containing smell of hot kitchen food. Usually cheesecake just melts in mouth after taking, but today I literally had to chew it to break into pieces like other foods to soften it. Please take care of these problems.",3.0,
"Some of your foods are very good and some of your foods should be improved. The mushroom, bean and sausage in your breakfast should be improved in taste. Service and food taste of your Dhanmondi branch is poor. They always forget to serve butter or other items with breakfast. I love your chicken Picasso and Momo but in your Dhanmondi branch I don't find these items tasty. Ofcourse this is happening with coffee also. �",3.0,
"Gloria Jean's Coffees I Like. Gulshan -1, Bangladesh.",5.0,
As a customer I am quite satisfied with their foods and drinks. Keep Upgrading.,4.0,
"Shittiest overpriced coffee, when u complain about their coffee they'll teach u how to drink coffee. Everyone likes to drink it hot, u don't need to remind that to ur customer. Accept that you are of no good quality, there are plenty other good coffee shops in the town. We drink the coffee not the franchise.",1.0,
"Bought a cup of Drip coffee today. Spilled the whole cup (table was a bit wobly but I did press on it) but the staff cleaned up the mess in less than 5 minutes and even gave me a replacement coffee for free. Thank to staff here!! You just got yourself a customer for life, thank you :)",5.0,
"this is the only coffee shop in dhaka, where they took 25% vat...... & that is not include with food.... u will see one prize, but when u pay that is another prize........ funny.......",2.0,
Not as good as it once was. There are much better options all around. They should revamp the place.,3.0,
"worst lasagna in milky-way. served on top of french fries / chips. Sandwich was good. they will push for the food and, Drinks was below average.",1.0,
"Great Test. Nice people, good service and clean also",5.0,
This place is one of my favourite coffee place..,4.0,
Great ambiance and ever smiling staff very supportive always eager to hear more about creative suggestions.....,4.0,
"One of the Best place for coffiee, I like their@ services.",5.0,
"The food is made from frozen ingredients, not from fresh ingredients. That completely changes the taste. Also, the cakes are very dry. For the price they charge, they need to be much much better.",2.0,
I am love it hhjjjjjjjnnnnnjjnnnnnnnmkkkkkkkkkkkggn,5.0,
Always best for coffee and foods. stuffs behaves are good. I'm fully satisfied.,5.0,
"অনেক তিতা,অনেক তিতা,অনেক তিতা,অনেক তিতা,অনেক তিতা,অনেক তিতা,",3.0,
I love the environment of Gloria..I am regular customer of this coffee house..,5.0,
Good taste of coffee with reasonable price. But other snacks are very expensive. A cozy place for Chit Chat.,4.0,
Near my house it is a regular hang out for the young ones. Staffs are friendly and attentive. Neat and clean the food is good.. I will recommend highly.,5.0,
Breakfast menue isn't up to the mark. Service need to be improved.,3.0,
You should make the supplementary prices more visible in the menu. The writing about supplementary charges is soooooo small it goes unnoticed. It creates a wrong perception about the prices,1.0,
When I feel to need a cup of quality coffee then straight go to gloria jean's coffee of gulshan branch....��,4.0,
"Nothing special! Hype only. Loud music, broken AC, average food! Only plus was attentive polite employees!!!",3.0,
"Worst fish platter worst vegetable,,in my lyf ihv nvr tasted such a worst veggie nd waisted so much money on a bougus food,,the veggies were raw nd no salt ws dre in it nd they served fried crumbed fish fillet which they call it as grill mayb they dnt knw da meaning of grill! Dory fish grill platter: 0/10 Eclairs:10/10 Suggestion:charge high if u can only serve good standard of food,,",1.0,
"I like the place the way it is. Warm, friendly and professional staffs will make your day. Cool environment for passing your own time through a cup of coffee. Though its like a home-place for coffee lovers like me, could be a good place for burger lovers also.well-stuffed, juicy. Don't forget to have tiramisu if you got some extra time.",5.0,
"Very nice coffee hangout, for professionals. Food and coffees are awesome.",5.0,
Beautiful place to hangout with family and friends. I always Enjoy going there.,5.0,
"price are high....place is good,but price also a matter they should remember this. food are ok,not worth of money.",3.0,
yahh its good but Car parking is unprotected from birds. And its need to open wifi password for all and make it first.,3.0,
Place is good for hangout � Asusual coffee was AwSm ��,3.0,
I just loved gloria....coffee...cup presentation...all awsm,5.0,
Good place to discuss and have coffee together. Good luck,5.0,
lovely place to gather around with buddies and the service is quite good...,5.0,
taking pictures with a flash isn't a sin :) a customer might find it harmful or distracting. But after moving to another place to take the picture and hearing another complain and restrictions for the same reason is a harassment.,1.0,
Nothing special except expensive coffee...........,3.0,
